society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
bptp visionnaire,5.4,sector 70a,20690.0,2610.0,Plot area 290(242.48 sq.m.),4,5,3+,3.0,North,Relatively New,house,,2610.0,,1,1,1,1,0,2,136
shree vardhman victoria,1.0,sector 70,8205.0,12188.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,10.0,South,Relatively New,,1950.0,,1161.0,1,1,0,1,1,1,43
elan mercado,0.08,sector 80,12408.0,645.0,Carpet area: 685 (63.64 sq.m.),1,1,1,15.0,,Relatively New,,,,685.0,0,0,0,0,0,1,60
ss the leaf,1.0,sector 85,7317.0,13667.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,6.0,North,Relatively New,,1640.0,1300.0,1000.0,0,0,0,0,0,2,174
sidhivinayak apartments,1.0,sector 55,10555.0,9474.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,Moderately Old,,,,1800.0,0,0,0,1,0,0,35
vatika gurgaon,0.08,sector 83,6666.0,1200.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1154 sq.ft. (107.21 sq.m.)Carpet area: 945 sq.ft. (87.79 sq.m.),2,2,2,12.0,North,Relatively New,,1245.0,1154.0,945.0,0,0,0,1,0,1,165
shree vardhman victoria,1.0,sector 70,8518.0,11740.0,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,South-East,Relatively New,,1350.0,,,1,0,0,0,1,1,49
bptp terra,1.0,sector 37d,7730.0,12937.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,5.0,South-East,Relatively New,,1811.0,1711.0,1611.0,0,0,0,0,0,2,149
godrej oasis,1.0,sector 88a,8082.0,12373.0,Carpet area: 1794 (166.67 sq.m.),3,3,3,12.0,,Relatively New,,,,1794.0,0,0,0,0,0,1,49
dlf royalton tower,6.0,sector 43,20687.0,29004.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderately Old,,2997.0,,,0,1,0,0,0,1,7
tata primanti,3.0,sector 72,15560.0,19280.0,Super Built up area 2185(202.99 sq.m.),3,4,3+,9.0,,Moderately Old,,2185.0,,,0,1,0,0,0,1,38
ats triumph,1.0,sector 104,8515.0,11744.0,Carpet area: 2290 (212.75 sq.m.),3,3,3+,3.0,,New Property,,,,2290.0,0,1,0,0,0,1,69
m3m golfestate,5.0,sector 65,17455.0,28645.0,Super Built up area 2979(276.76 sq.m.),3,3,3,18.0,North,Relatively New,,2979.0,,,1,1,0,0,0,2,76
ss the leaf,2.0,sector 85,8928.0,22401.0,Super Built up area 2408(223.71 sq.m.),3,5,3,2.0,,New Property,,2408.0,,,0,0,0,0,0,1,53
ss the leaf,1.0,sector 85,9565.0,10455.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,Relatively New,,1640.0,1600.0,1150.0,0,0,0,1,0,1,150
ashiana anmol,0.09,sohna road,7294.0,1234.0,Super Built up area 1275(118.45 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 875 sq.ft. (81.29 sq.m.),2,2,2,9.0,,Under Construction,,1275.0,1000.0,875.0,0,0,0,0,1,1,31
bestech park view residency,0.09,sector 2,6932.0,1298.0,Super Built up area 1415(131.46 sq.m.),2,2,3,11.0,East,Moderately Old,,1415.0,,,0,0,0,0,0,1,83
tata primanti,4.0,sector 72,13725.0,29144.0,Super Built up area 2550(236.9 sq.m.),3,3,3,8.0,,Moderately Old,,2550.0,,,0,1,0,0,0,1,38
godrej nature plus,1.0,sector 33,9849.0,10153.0,Carpet area: 1929 (179.21 sq.m.),3,3,3+,14.0,,New Property,,,,1929.0,0,1,0,0,0,1,96
ambience lagoon,5.0,sector 24,12500.0,40000.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old Property,,,3700.0,,1,1,0,1,1,0,68
sare crescent parc,0.09,sector 92,4854.0,1854.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,5,3+,14.0,North-East,Moderately Old,,,1895.0,1600.0,0,0,0,0,0,2,131
capital residences 360,1.0,sector 70a,7641.0,13087.0,Super Built up area 1976(183.58 sq.m.),3,3,3,7.0,South-East,Relatively New,,1976.0,,,0,1,0,0,0,1,49
corona optus,1.0,sector 37c,6361.0,15721.0,Super Built up area 2358(219.07 sq.m.),3,4,3+,14.0,North-East,New Property,,2358.0,,,0,1,0,0,1,1,83
eldeco accolade,0.09,sohna road,6571.0,1370.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,14.0,East,Relatively New,,1457.0,,849.0,1,0,0,0,0,1,151
independent,4.5,sector 28,125000.0,360.0,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,,Undefined,house,,360.0,,0,0,0,0,0,1,0
ss the leaf,1.0,sector 85,10483.0,9539.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,10.0,East,Relatively New,,1772.0,,1240.0,0,0,1,0,0,1,148
ats tourmaline,1.0,sector 109,8000.0,12500.0,Super Built up area 1750(162.58 sq.m.),3,3,3+,12.0,North-West,Relatively New,,1750.0,,,0,0,0,0,1,1,65
paras dews,1.0,sector 106,6029.0,16586.0,Super Built up area 2355(218.79 sq.m.),4,6,3+,11.0,North-East,Relatively New,,2355.0,,,0,1,0,0,0,1,143
ansal heights 86,0.08,sector 86,5367.0,1491.0,Super Built up area 1360(126.35 sq.m.),2,2,1,12.0,North-East,New Property,,1360.0,,,0,0,0,0,1,2,45
chd avenue,0.09,sector 71,6049.0,1488.0,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately Old,,1620.0,,,1,0,0,0,0,1,65
aipl zen residences,1.0,sector 70a,11094.0,9014.0,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,16.0,North-East,Undefined,,,1262.0,800.0,0,0,0,0,0,1,0
independent,1.65,sector 9,18333.0,900.0,Built Up area: 900 (83.61 sq.m.),2,3,0,3.0,,Undefined,house,,900.0,,0,0,0,0,0,1,0
corona optus,1.0,sector 37c,7185.0,13918.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,2.0,North,Relatively New,,1990.0,,1680.0,0,1,0,0,1,1,49
bestech altura,1.0,sector 79,8604.0,11623.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,11.0,North,New Property,,2150.0,,,0,1,0,0,0,1,49
sare crescent parc,0.08,sector 92,4971.0,1609.0,Super Built up area 1750(162.58 sq.m.),4,4,2,2.0,East,Moderately Old,,1750.0,,,0,0,1,0,0,0,115
raheja atlantis,5.0,sector 31,18688.0,26755.0,Super Built up area 2943(273.41 sq.m.),4,5,3+,1.0,North,Relatively New,,2943.0,,,1,1,0,1,0,1,81
independent,3.25,sector 31,22429.0,1449.0,Plot area 161(134.62 sq.m.),4,4,3+,3.0,,Moderately Old,house,,1449.0,,1,1,1,1,0,2,29
independent,7.25,sector 41,29293.0,2475.0,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old Property,house,,2475.0,,0,1,0,0,0,2,94
dlf regal gardens,1.0,sector 90,7052.0,14180.0,Super Built up area 1744(162.02 sq.m.),3,3,2,19.0,North,Relatively New,,1744.0,,,0,0,0,0,1,1,6
ss hibiscus,6.0,sector 50,12272.0,48892.0,Super Built up area 4400(408.77 sq.m.),4,3,3,5.0,South-East,Moderately Old,,4400.0,,,0,1,0,0,0,1,31
godrej oasis,1.0,sector 88a,7258.0,13778.0,Carpet area: 1791 (166.39 sq.m.),3,3,3+,4.0,North-West,Relatively New,,,,1791.0,0,0,0,0,0,1,79
trisara our homes 3,0.03,sohna road,5980.0,502.0,Super Built up area 602(55.93 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),2,2,1,1.0,,New Property,,602.0,,450.0,0,0,0,0,0,1,45
tata gurgaon gateway,3.0,sector 113,11825.0,25370.0,Super Built up area 2520(234.12 sq.m.),3,3,3,9.0,,New Property,,2520.0,,,0,0,0,0,0,1,49
independent,4.0,sector 23,16004.0,2499.0,Plot area 270(225.75 sq.m.),3,3,2,2.0,East,Moderately Old,house,,2430.0,,0,1,0,0,0,2,115
hector trimurti heights,1.0,sector 39,6382.0,15669.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,Old Property,,,,2350.0,0,1,0,0,0,0,49
zara aavaas,0.04,sector 104,7029.0,569.0,Super Built up area 569(52.86 sq.m.),2,2,1,14.0,,Relatively New,,569.0,,,0,0,0,0,0,1,38
hsiidc sidco shivalik apartments,0.06,manesar,4000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),3,2,2,5.0,South-East,Moderately Old,,1500.0,,1077.0,0,0,0,0,0,1,80
independent,4.0,sector 26,29630.0,1350.0,Plot area 150(125.42 sq.m.),4,4,3,2.0,North,Old Property,house,,1350.0,,0,0,1,0,0,1,41
emaar mgf the palm drive,3.0,sector 66,15454.0,19412.0,Super Built up area 2200(204.39 sq.m.),3,4,3,9.0,East,Relatively New,,2200.0,,,0,1,1,0,0,2,96
m3m woodshire,1.0,sector 107,6310.0,15848.0,Super Built up area 2361(219.34 sq.m.),3,4,3+,5.0,East,Relatively New,,2361.0,,,0,1,1,0,0,2,174
dlf the ultima,2.0,sector 81,10755.0,18596.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 2090 sq.ft. (194.17 sq.m.)Carpet area: 2087 sq.ft. (193.89 sq.m.),3,4,3+,11.0,West,Relatively New,,2092.0,2090.0,2087.0,0,1,0,0,0,0,174
ss the leaf,1.0,sector 85,6585.0,15186.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2,2,3,8.0,North-East,New Property,,1640.0,1200.0,1125.0,1,1,1,1,0,2,157
sare crescent parc,0.09,sector 92,4278.0,2104.0,Super Built up area 1870(173.73 sq.m.),4,5,3+,14.0,North-East,Relatively New,,1870.0,,,0,1,0,0,1,1,62
central park flower valley cerise floors,1.0,sector 33,10743.0,9308.0,Super Built up area 1210(112.41 sq.m.),2,2,2,3.0,North,New Property,,1210.0,,,1,0,0,0,0,1,22
m3m heights,1.0,sector 65,16000.0,6250.0,Super Built up area 1261(117.15 sq.m.),2,2,3,16.0,,Under Construction,,1261.0,,,0,0,0,0,0,1,44
ild greens,0.09,sector 37c,5614.0,1603.0,Super Built up area 1603(148.92 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.),3,3,3,0.0,North-East,Under Construction,,1603.0,1500.0,,0,0,0,0,0,1,66
hero homes,1.0,sector 104,11249.0,8890.0,Super Built up area 1689(156.91 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,3,3,16.0,,Under Construction,,1689.0,,1082.0,0,0,0,1,0,2,103
ss the leaf,1.0,sector 85,8256.0,12112.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),3,4,3,12.0,West,Relatively New,,2408.0,2399.0,2398.0,0,0,1,0,0,1,174
emaar mgf emerald floors premier,2.0,sector 65,16060.0,12453.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North,Relatively New,,,,1650.0,1,1,0,0,0,1,37
independent,2.0,manesar,14954.0,1337.0,Plot area 1337.4(124.25 sq.m.),3,1,0,3.0,North,Moderately Old,house,,1337.4,,0,0,0,0,0,1,16
orris carnation residency,0.09,sector 85,6428.0,1400.0,Super Built up area 1485(137.96 sq.m.)Built Up area: 1402 sq.ft. (130.25 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,,Relatively New,,1485.0,1402.0,1400.0,0,0,0,0,0,1,120
unitech espace,11.5,sector 50,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,house,,3240.0,,0,0,0,0,0,1,0
bestech park view residency,1.0,sector 2,8051.0,12421.0,Super Built up area 1565(145.39 sq.m.),2,2,3,7.0,South-East,Moderately Old,,1565.0,,,1,0,0,0,0,1,84
signature global solera 2,0.05,sector 107,9.0,555556.0,Carpet area: 514396 (47788.95 sq.m.),2,2,1,3.0,North,New Property,,,,514396.0,0,0,0,0,0,1,44
independent,11.0,sector 28,33951.0,3240.0,Plot area 360(301.01 sq.m.),13,13,3+,3.0,East,Relatively New,house,,3240.0,,1,1,0,1,0,0,122
dlf new town heights,1.0,sector 90,6979.0,14329.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,15.0,South-East,Moderately Old,,2364.0,,,0,1,0,0,0,2,137
apartment,0.07,sector 92,4687.0,1493.0,Carpet area: 1600 (148.64 sq.m.),3,4,3,2.0,East,Moderately Old,,,,1600.0,1,0,0,0,0,1,113
ss,1.0,sector 85,7151.0,13984.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,15.0,North-East,Relatively New,,1671.0,1660.0,1650.0,0,0,0,0,0,1,49
godrej air,1.0,sector 85,13632.0,7336.0,Carpet area: 92,2,2,3,19.0,,Under Construction,,,,92.0,0,0,0,0,0,1,44
mittal surya vihar,1.0,sector 21,5833.0,17144.0,Super Built up area 2400(222.97 sq.m.),5,4,2,2.0,,Moderately Old,,2400.0,,,0,0,0,0,0,1,0
vasant appartments,1.0,sector 14,7391.0,13530.0,Carpet area: 2300 (213.68 sq.m.),5,5,2,2.0,North-West,Old Property,,,,2300.0,1,0,1,1,0,0,71
ss,1.0,sector 85,7170.0,13947.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,4.0,West,Relatively New,,1640.0,1630.0,1620.0,0,0,0,0,0,1,49
sare green parc 2,0.07,sector 92,4745.0,1475.0,Super Built up area 1454(135.08 sq.m.)Built Up area: 1415 sq.ft. (131.46 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,2.0,East,Relatively New,,1454.0,1415.0,1350.0,0,0,0,0,1,2,49
supertech araville,0.08,sector 79,5424.0,1475.0,Carpet area: 1530 (142.14 sq.m.),2,2,3,5.0,North-East,New Property,,,,1530.0,1,0,0,0,0,0,49
ramprastha skyz,1.0,sector 37d,4942.0,20235.0,Super Built up area 2025(188.13 sq.m.),3,5,3,11.0,,Under Construction,,2025.0,,,0,1,0,0,1,1,8
the close north,2.0,sector 50,11944.0,16745.0,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,North-East,Relatively New,,2093.0,,,0,0,0,1,0,2,127
ramsons kshitij,0.03,sector 95,3158.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11.0,,Undefined,,,950.0,552.0,0,0,0,0,0,1,0
dlf the primus,1.0,sector 82a,10338.0,9673.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,5.0,North-East,Relatively New,,1799.0,,1538.0,0,0,0,0,1,0,167
independent,5.7,sector 2,22634.0,2518.0,Plot area 270(225.75 sq.m.),9,9,3+,3.0,North-East,Moderately Old,house,,2430.0,,0,0,0,1,0,2,0
dlf new town heights,1.0,sector 86,6580.0,15198.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,19.0,South-West,Relatively New,,1930.0,1800.0,1450.0,0,1,0,1,0,1,126
ats tourmaline,1.0,sector 109,6744.0,14828.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3,4,3+,4.0,North-West,Relatively New,,2150.0,1797.0,1660.0,0,1,0,0,0,1,71
rof ananda,0.03,sector 95,6919.0,434.0,Carpet area: 549.17 (51.02 sq.m.),2,2,1,4.0,,New Property,,,,549.17,0,0,0,0,0,1,0
experion the heartsong,1.0,sector 108,8344.0,11985.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),3,3,3+,7.0,South-West,Relatively New,,1758.0,,1558.0,1,0,0,0,0,1,150
smart world gems,0.08,sector 89,7796.0,1026.0,Super Built up area 1103(102.47 sq.m.),2,3,3,4.0,,Under Construction,,1103.0,,,0,0,0,0,0,1,45
bestech park view grand spa,2.0,sector 81,9136.0,21891.0,Super Built up area 3185(295.9 sq.m.)Carpet area: 2837 sq.ft. (263.57 sq.m.),4,5,2,6.0,North-East,Relatively New,,3185.0,,2837.0,0,1,0,0,0,2,101
independent,0.7,sector 12,6034.0,1160.0,Plot area 1160(107.77 sq.m.),3,3,0,1.0,North-East,Relatively New,house,,1160.0,,0,0,0,0,0,1,23
arjun marg/ sector- 26 phase- 1/ golf course road,31.5,sector 26,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,Moderately Old,house,,9000.0,,1,1,1,1,0,0,74
independent,0.07,sohna road,2525.0,277.0,Plot area 33(27.59 sq.m.),1,1,0,1.0,,Relatively New,house,,33.0,,0,0,0,0,0,1,0
tata primanti,5.0,sector 72,15648.0,31953.0,Super Built up area 3355(311.69 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,4,3+,30.0,North-East,New Property,,3355.0,3000.0,2800.0,0,1,0,0,0,2,174
unitech uniworld resorts,11.0,sector 33,26667.0,4125.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,,New Property,house,,500.0,,1,1,0,0,0,1,58
independent,0.32,sector 17,5664.0,565.0,Built Up area: 565 (52.49 sq.m.),5,1,0,1.0,,Undefined,house,,565.0,,0,0,0,0,0,1,0
rk tower,0.09,sector 2,9595.0,938.0,Carpet area: 990 (91.97 sq.m.),2,2,1,1.0,South-East,Relatively New,,,,990.0,0,0,0,0,0,1,99
dlf the arbour,7.0,sector 63,19747.0,35448.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,6.0,,Undefined,,,3950.0,,0,0,0,0,0,1,61
dlf city plots,20.0,sector 26,44265.0,4518.0,Plot area 502(419.74 sq.m.),16,20,3+,4.0,North-East,New Property,house,,4518.0,,1,1,1,1,0,2,153
godrej frontier,1.0,sector 80,7000.0,14286.0,Super Built up area 2262(210.15 sq.m.),3,3,3,5.0,,Moderately Old,,2262.0,,,0,1,0,0,0,1,53
international city by sobha phase 1,6.75,sector 109,10838.0,6228.0,Plot area 692(578.6 sq.m.),4,4,3+,2.0,North-East,New Property,house,,6228.0,,0,1,0,1,0,1,130
shapoorji pallonji joyville gurugram,0.09,sector 102,10383.0,867.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,2,2,14.0,,Undefined,,,915.0,675.0,0,0,0,0,0,1,0
independent,1.55,sector 7,13889.0,1116.0,Plot area 120(100.34 sq.m.),2,2,2,1.0,East,Moderately Old,house,,1080.0,,0,0,0,0,0,2,52
bestech park view ananda,1.0,sector 81,7734.0,12930.0,Super Built up area 1810(168.15 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),3,3,3+,6.0,North-West,Relatively New,,1810.0,,1180.0,0,0,0,0,0,1,95
tulip ivory,2.0,sector 70,8750.0,22857.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,5,3+,5.0,West,Moderately Old,,2400.0,,1850.0,0,1,0,0,0,2,120
godrej nature plus,1.0,sector 33,10200.0,9804.0,Carpet area: 1385 (128.67 sq.m.),2,2,3+,2.0,South-East,Under Construction,,,,1385.0,0,0,0,0,0,1,87
eldeco mansionz,4.95,sector 48,20599.0,2403.0,Plot area 267(223.25 sq.m.),7,7,3+,2.0,South,Old Property,house,,2403.0,,1,1,1,1,0,2,145
independent,7.0,sector 50,32407.0,2160.0,Built Up area: 240 (200.67 sq.m.),3,2,0,1.0,,Undefined,house,,240.0,,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,8675.0,11527.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,1,12.0,East,Relatively New,,1578.0,,1538.0,0,0,0,1,0,1,95
pyramid urban,0.06,sector 67a,11854.0,506.0,Carpet area: 523 (48.59 sq.m.),2,2,2,2.0,South,Relatively New,,,,523.0,0,0,0,0,0,1,64
independent,0.27,sector 7,12000.0,225.0,Plot area 225(20.9 sq.m.),2,2,1,2.0,North-East,Moderately Old,house,,225.0,,0,0,0,0,0,1,12
signature global city 92,0.09,sector 92,6622.0,1359.0,Carpet area: 1495 (138.89 sq.m.),3,2,3,1.0,East,New Property,,,,1495.0,0,0,0,0,1,1,37
ats kocoon,1.0,sector 109,9627.0,10387.0,Super Built up area 1745(162.12 sq.m.),3,3,3,8.0,North-East,Relatively New,,1745.0,,,0,0,0,0,0,1,142
ss the leaf,1.0,sector 85,9677.0,10334.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,9.0,East,Relatively New,,1772.0,,1240.0,0,0,1,0,0,1,148
ats marigold,1.0,sector 89,8571.0,11667.0,Carpet area: 1750 (162.58 sq.m.),3,3,3,2.0,,New Property,,,,1750.0,0,0,0,0,1,1,49
independent,9.9,sector 25,29333.0,3375.0,Plot area 375(313.55 sq.m.),5,5,2,2.0,South-East,Moderately Old,house,,3375.0,,0,0,0,1,0,2,106
krisumi waterfall residences,4.0,sector 36a,15500.0,25806.0,Carpet area: 2538 (235.79 sq.m.),3,4,3,30.0,,New Property,,,,2538.0,1,0,0,0,0,0,49
independent,2.0,sector 7,13889.0,1440.0,Plot area 160(133.78 sq.m.),2,2,2,2.0,North-West,Old Property,house,,1440.0,,0,0,0,0,0,1,22
unitech uniworld resorts,10.0,sector 33,181818.0,550.0,Plot area 550(51.1 sq.m.),5,6,3,4.0,North-East,New Property,house,,550.0,,1,1,0,0,0,1,26
vatika gurgaon,0.09,sector 83,8166.0,1102.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,Relatively New,,1445.0,1300.0,1200.0,0,0,0,0,0,2,96
smart world gems,0.08,sector 89,7978.0,1003.0,Built Up area: 1103 (102.47 sq.m.),2,2,0,2.0,,Undefined,,,1103.0,,0,0,0,0,0,1,45
dlf regal gardens,1.0,sector 90,6325.0,15810.0,Super Built up area 1818(168.9 sq.m.),3,3,3+,18.0,North-West,Relatively New,,1818.0,,,0,0,0,1,0,2,130
dlf the ultima,2.0,sector 81,10841.0,18448.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,East,Relatively New,,2103.0,1750.0,1257.0,0,1,0,0,0,0,49
m3m merlin,3.0,sector 67,14583.0,20572.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3,4,3,17.0,South-East,Relatively New,,2400.0,,2050.0,0,1,1,0,0,2,167
vatika city,3.0,sector 49,11920.0,25168.0,Carpet area: 3020 (280.57 sq.m.),4,5,3,7.0,,Moderately Old,,,,3020.0,0,1,0,1,0,0,15
umang monsoon breeze,0.08,sector 78,4836.0,1654.0,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3,2,2,7.0,South,Moderately Old,,1654.0,1472.0,1310.0,0,0,0,1,0,1,102
independent,1.55,sector 109,6567.0,2360.0,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,,Undefined,house,,2360.0,,0,0,0,0,0,1,0
ats kocoon,2.0,sector 109,10596.0,18875.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,14.0,East,Relatively New,,2095.0,1860.0,,1,1,1,1,0,1,45
pivotal devaan,0.03,sector 84,6666.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,14.0,,New Property,,,,450.0,0,0,0,0,0,2,22
dlf the ultima,3.0,sector 81,12356.0,24280.0,Super Built up area 2792(259.39 sq.m.),4,4,3+,25.0,East,Moderately Old,,2792.0,,,0,1,0,0,0,1,67
raheja atharva,2.0,sector 109,9490.0,21075.0,Carpet area: 2318 (215.35 sq.m.),3,3,2,7.0,North,Moderately Old,,,,2318.0,0,1,0,0,0,2,111
chintels paradiso,1.0,sector 109,8866.0,11279.0,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3,3,2,0.0,East,Moderately Old,,2030.0,,1785.0,0,1,0,0,0,1,83
shree vardhman victoria,1.0,sector 70,9230.0,10834.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,0.0,,New Property,,,,1950.0,0,0,0,0,0,1,72
m3m capital,2.0,sector 113,12489.0,16014.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,3.0,North-East,Under Construction,,,,2298.0,0,1,0,0,0,1,65
bestech park view grand spa,2.0,sector 81,8609.0,23232.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10.0,North-East,Relatively New,,2660.0,,2000.0,1,1,0,0,0,0,174
apex our homes,0.03,sector 37c,3567.0,841.0,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,1,3.0,West,Relatively New,,925.0,850.0,800.0,0,0,0,0,0,2,158
orris aster court premier,1.0,sector 85,5896.0,16961.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,5.0,North,Relatively New,,2120.0,1900.0,1800.0,0,1,0,0,0,2,174
millenium bajrang society,2.0,sector 43,9433.0,21202.0,Super Built up area 2650(246.19 sq.m.),4,4,3+,2.0,South,Relatively New,,2650.0,,,0,0,0,0,0,2,94
sbr minda sec 1 imt manesar,0.06,manesar,4259.0,1409.0,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6.0,South,Moderately Old,,,,1526.0,0,0,0,0,0,1,5
m3m woodshire,0.08,sector 107,5856.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,New Property,,1366.0,,,0,0,0,0,0,1,67
emaar gurgaon greens,1.0,sector 102,8484.0,11787.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively New,,1650.0,,1200.0,0,1,0,0,0,1,49
adani aangan galleria,0.02,sector 89,5000.0,400.0,Super Built up area 500(46.45 sq.m.)Built Up area: 430 sq.ft. (39.95 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,1,6.0,,New Property,,500.0,430.0,410.0,0,0,0,0,0,1,74
